2023-01-10,Credit,1957.46,Chase,Payment Thank You - Web,Transfer,Ignore
2023-01-10,Debit,6.0,Chase,SQ *NINE BAR ESPRESSO,Nine Bar Espresso,Coffee Shops
2023-01-11,Debit,167.8,Chase,AMERICAN AIR0012362940574,American Air,Travel
2023-01-11,Debit,10.11,Chase,CHIPOTLE 1036,Chipotle,Bars & Restaurants
2023-01-11,Debit,71.75,Chase,TST* FELIPE'S TAQUERIA,Felipe's,Bars & Restaurants
2023-01-12,Debit,18.98,Chase,7-ELEVEN 37345,7-Eleven,Grocery & Corner Store
2023-01-12,Debit,37.7,Chase,CVS/PHARMACY #08319,Cvs,Medical
2023-01-12,Debit,5.25,Chase,SQ *NINE BAR ESPRESSO,Nine Bar Espresso,Coffee Shops
2023-01-12,Debit,22.0,Chase,TST* THE BURREN,The Burren,Bars & Restaurants
2023-01-13,Debit,30.97,Chase,DOWNTOWN WINE AND SPIRITS,Downtown Wine And Spirits,Grocery & Corner Store
2023-01-13,Debit,70.93,Chase,NAKEDWINES.COM INC,Nakedwines.Com,Grocery & Corner Store
2023-01-13,Debit,530.0,Chase,SPANISH CLASSES BOSTON,,Ignore
2023-01-13,Debit,6.5,Chase,SQ *NINE BAR ESPRESSO,Nine Bar Espresso,Coffee Shops
2023-01-13,Debit,12.2,Chase,TST* Mortadella Head - Ac,Mortadella Head,Bars & Restaurants
2023-01-14,Debit,5.97,Chase,MR. CREPE,Mr. Crepe,Bars & Restaurants
2023-01-14,Debit,127.35,Chase,TST* CLERY'S - BOSTON MA,,Bars & Restaurants
2023-01-15,Debit,8.58,Chase,7-ELEVEN 37345,7-Eleven,Grocery & Corner Store
2023-01-15,Debit,15.91,Chase,MR. CREPE,Mr. Crepe,Bars & Restaurants
2023-01-15,Debit,67.2,Chase,TST* FOUNDRY SALOON ROCKW,Foundry Saloon,Bars & Restaurants
2023-01-16,Debit,14.32,Chase,CVS/PHARMACY #08319,Cvs,Medical
2023-01-16,Debit,30.0,Chase,MBTA DAVIS SQUARE,MBTA,Transportation
2023-01-16,Debit,236.72,Chase,SQ *BOSTON TATTOO COMPANY,,Services
2023-01-16,Debit,68.45,Chase,SQ *CAFE BONJOUR,Cafe Bonjour,Bars & Restaurants
2023-01-16,Debit,12.79,Chase,SQ *LOS AMIGOS TAQUERIA,Los Amigos Taqueria,Bars & Restaurants
2023-01-16,Debit,30.53,Chase,TST* Five Horses Tavern -,Five Horses Tavern,Bars & Restaurants
2023-01-17,Debit,5.25,Chase,SQ *NINE BAR ESPRESSO,Nine Bar Espresso,Coffee Shops
2023-01-17,Debit,12.18,Chase,TST* GEORGE HOWELL COFFEE,,Coffee Shops
2023-01-18,Debit,13.72,Chase,KELLYS ROAST BEEF BOS,,Bars & Restaurants
2023-01-18,Debit,15.49,Chase,NETFLIX.COM,,Subscriptions & Memberships
2023-01-18,Debit,6.49,Chase,SQ *NINE BAR ESPRESSO,Nine Bar Espresso,Coffee Shops
2023-01-18,Debit,9.9,Chase,USPS PO 2400710144,,Misc
2023-01-18,Debit,41.1,Chase,WILLIAM JEFFREY'S TAVERN,,Bars & Restaurants
2023-01-19,Debit,7.0,Chase,ARLINGTON METER PARKING,Parking,Transportation
2023-01-19,Debit,24.34,Chase,STORE*REDBONES,,Bars & Restaurants
2023-01-19,Debit,32.12,Chase,THE CELTIC HOUSE,,Bars & Restaurants
2023-01-19,Debit,25.41,Chase,TST* NORTHSIDE SOCIAL - C,Northside,Coffee Shops
2023-01-20,Credit,245.0,Chase,SPANISH CLASSES BOSTON,,Ignore
2023-01-20,Debit,12.35,Chase,BURRETOS BRO'S,,Bars & Restaurants
2023-01-20,Debit,6.36,Chase,SQ *IDIDOS SOCIAL HOUSE I,,Coffee Shops
2023-01-21,Debit,40.0,Chase,NAKEDWINES.COM INC,Nakedwines.Com,Grocery & Corner Store
2023-01-21,Debit,31.6,Chase,SPIDER KELLYS,Spider Kellys,Bars & Restaurants
2023-01-21,Debit,20.01,Chase,SQ *IDIDOS SOCIAL HOUSE I,,Coffee Shops
2023-01-21,Debit,32.3,Chase,TOBACCO &amp; VAPE KING,,Grocery & Corner Store
2023-01-21,Debit,46.73,Chase,TST* BANGKOK 54,,Bars & Restaurants
2023-01-21,Debit,26.48,Chase,VA ABC STORE 049,,Grocery & Corner Store
2023-01-22,Debit,126.07,Chase,TST* JOHNNY PISTOLA'S,,Bars & Restaurants
2023-01-23,Debit,118.65,Chase,ASTOUND POWERED BY RCN,Astound,Rent And Utilities
2023-01-23,Debit,12.89,Chase,CHIPOTLE 1036,Chipotle,Bars & Restaurants
2023-01-24,Debit,27.65,Chase,BFRESH 2420,Bfresh,Grocery & Corner Store
2023-01-24,Debit,12.3,Chase,SQ *NINE BAR ESPRESSO,Nine Bar Espresso,Coffee Shops
2023-01-24,Debit,26.18,Chase,TST* DIESEL CAFE,Diesel Cafe,Coffee Shops
2023-01-25,Debit,16.21,Chase,7-ELEVEN 37345,7-Eleven,Grocery & Corner Store
2023-01-25,Debit,50.0,Chase,SOMERVILLE THEATRE,Somerville Theatre,Amusement & Recreation
2023-01-25,Debit,12.89,Chase,SQ *NINE BAR ESPRESSO,Nine Bar Espresso,Coffee Shops
2023-01-25,Debit,47.96,Chase,TST* Five Horses Tavern -,Five Horses Tavern,Bars & Restaurants
2023-01-26,Debit,7.08,Chase,7-ELEVEN 37345,7-Eleven,Grocery & Corner Store
2023-01-26,Debit,11.22,Chase,CHICK-FIL-A #04205,Chick-Fil-A,Bars & Restaurants
2023-01-26,Debit,12.45,Chase,TST* JP LICKS - DAVIS,Jp Licks,Bars & Restaurants
2023-01-27,Credit,2235.53,Chase,Payment Thank You-Mobile,Payment Thank You-Mobile,Ignore
2023-01-27,Debit,115.0,Chase,AMTRAK MOBIL0270725044407,Amtrak,Travel
2023-01-27,Debit,23.81,Chase,BFRESH 2420,Bfresh,Grocery & Corner Store
2023-01-27,Debit,9.42,Chase,CHIPOTLE 1036,Chipotle,Bars & Restaurants
2023-01-27,Debit,12.89,Chase,SQ *NINE BAR ESPRESSO,Nine Bar Espresso,Coffee Shops
2023-01-28,Debit,9.39,Chase,AU BON PAIN 810511,,Bars & Restaurants
2023-01-28,Debit,5.72,Chase,FAST CORNER,,Grocery & Corner Store
2023-01-28,Debit,6.76,Chase,H &amp; S DELI AND GRILL,,Bars & Restaurants
2023-01-28,Debit,10.0,Chase,MTA*METROCARD MACHINE,Mta,Transportation
2023-01-28,Debit,11.46,Chase,SQ *HEAVEN OR LAS VEGAS,,Ignore
2023-01-29,Debit,42.41,Chase,BFRESH 2420,Bfresh,Grocery & Corner Store
2023-01-29,Debit,3.42,Chase,DUNKIN #349423,Dunkin,Coffee Shops
2023-01-29,Debit,51.6,Chase,SQ *BROADWAY MYRTLE CORP,,Shopping
2023-01-29,Debit,7.04,Chase,SQ *CHOCOLATTE ESPRESSO B,,Coffee Shops
2023-01-29,Debit,11.46,Chase,SQ *HEAVEN OR LAS VEGAS,,Delivery Food
2023-01-29,Debit,11.38,Chase,Subway 52495,,Bars & Restaurants
2023-01-30,Debit,20.0,Chase,APA LEAGUE,,Amusement & Recreation
2023-01-30,Debit,30.0,Chase,MBTA DAVIS SQUARE,MBTA,Transportation
2023-01-30,Debit,2.75,Chase,MTA*NYCT PAYGO,Mta,Transportation
2023-01-30,Debit,13.38,Chase,PIZZERIA 260,,Bars & Restaurants
2023-01-30,Debit,10.25,Chase,SQ *NINE BAR ESPRESSO,Nine Bar Espresso,Coffee Shops
2023-01-31,Debit,59.99,Chase,DEARHOLMESMYSTERYMAIL,,Amusement & Recreation
2023-01-31,Debit,77.97,Chase,DOWNTOWN WINE AND SPIRITS,Downtown Wine And Spirits,Grocery & Corner Store
2023-01-31,Debit,6.0,Chase,SQ *NINE BAR ESPRESSO,Nine Bar Espresso,Coffee Shops
2023-01-31,Debit,33.98,Chase,TST* Daves Fresh Pasta,Daves Fresh Pasta,Bars & Restaurants
2023-02-01,Debit,80.16,Chase,CHOESANG INC.,,Services
2023-02-02,Debit,10.99,Chase,SQ *NINE BAR ESPRESSO,Nine Bar Espresso,Coffee Shops
2023-02-03,Debit,12.79,Chase,SQ *LOS AMIGOS TAQUERIA,Los Amigos Taqueria,Bars & Restaurants
2023-02-03,Debit,58.36,Chase,TST* ROCK&amp;RYE,,Bars & Restaurants
2023-02-03,Debit,27.0,Chase,TST* THE BURREN,The Burren,Bars & Restaurants
2023-02-04,Debit,44.0,Chase,AMAZIN BILLIARDS,,Amusement & Recreation
2023-02-04,Debit,23.43,Chase,SQ *LOS AMIGOS TAQUERIA,Los Amigos Taqueria,Bars & Restaurants
2023-02-05,Debit,28.13,Chase,APPLE.COM/BILL,Apple.Com/Bill,Subscriptions & Memberships
2023-02-05,Debit,54.12,Chase,TITAN GAS STATION,,Transportation
2023-02-05,Debit,60.79,Chase,WINTHROP CENTER CAFE,,Bars & Restaurants
2023-02-06,Debit,16.85,Chase,SQ *NINE BAR ESPRESSO,Nine Bar Espresso,Coffee Shops
2023-02-06,Debit,39.93,Chase,SQ *OCYC,,Misc
2023-02-07,Debit,9.99,Chase,Spotify USA,Spotify,Subscriptions & Memberships
2023-02-07,Debit,45.6,Chase,TST* Daves Fresh Pasta,Daves Fresh Pasta,Bars & Restaurants
2023-02-08,Debit,16.56,Chase,BIAO GE POOL HALL,,Amusement & Recreation
2023-02-08,Debit,24.59,Chase,CHOESANG INC.,,Delivery Food
2023-02-08,Debit,94.0,Chase,LOON MOUNTAIN ECOMM,,Amusement & Recreation
2023-02-08,Debit,129.0,Chase,OMNI HOTELS,,Lodging
2023-02-08,Debit,24.0,Chase,SQ *NINE BAR ESPRESSO,Nine Bar Espresso,Coffee Shops
2023-02-08,Debit,17.14,Chase,TST* FELIPE'S TAQUERIA,Felipe's,Bars & Restaurants
2023-02-09,Debit,161.75,Chase,CAMBRIDGE WINE &amp; SPIRITS,Cambridge Wine,Grocery & Corner Store
2023-02-09,Debit,9.42,Chase,CHIPOTLE 1036,Chipotle,Bars & Restaurants
2023-02-09,Debit,13.27,Chase,CVS/PHARMACY #08319,Cvs,Medical
2023-02-09,Debit,351.45,Chase,ICE CASTLES LLC,,Amusement & Recreation
2023-02-09,Debit,54.92,Chase,TST* Posto - Somerville,,Bars & Restaurants
2023-02-09,Debit,206.78,Chase,WHOLEFDS FPD 10026,Whole Foods,Grocery & Corner Store
2023-02-10,Debit,16.99,Chase,APPLE.COM/BILL,Apple.Com/Bill,Subscriptions & Memberships
2023-02-10,Debit,19.53,Chase,LOON MOUNTAIN F&amp;B 2,,Amusement & Recreation
2023-02-10,Debit,9.25,Chase,SQ *NINE BAR ESPRESSO,Nine Bar Espresso,Coffee Shops
2023-02-10,Debit,54.95,Chase,TST* ELM STREET TAPROOM,,Bars & Restaurants
2023-02-11,Debit,25.0,Chase,LUCY CRAWFORDS FOODCRT,,Bars & Restaurants
2023-02-11,Debit,40.18,Chase,MERLAND TAP &amp; TABLE,,Bars & Restaurants
2023-02-13,Debit,10.0,Chase,OPENART AI,,Misc
2023-02-13,Debit,4.5,Chase,SQ *NINE BAR ESPRESSO,Nine Bar Espresso,Coffee Shops
2023-02-14,Debit,2.0,Chase,OPENART AI,,Misc
2023-02-15,Credit,2412.25,Chase,Payment Thank You - Web,Transfer,Ignore
2023-02-15,Debit,14.0,Chase,OPENART AI,,Misc
